user_id,recency,frequency,avg_basket_size,reorder_rate,risk_category
1,30.0,10,6.254237288135593,0.6949152542372882,Churned
2,13.0,14,16.107692307692307,0.47692307692307695,Active
3,15.0,12,7.886363636363637,0.625,Active
4,0.0,5,4.555555555555555,0.05555555555555555,Very Active
5,19.0,4,10.027027027027026,0.3783783783783784,Active
6,12.0,3,5.285714285714286,0.14285714285714285,Active
7,7.0,20,13.504854368932039,0.6699029126213593,Very Active
8,30.0,3,17.040816326530614,0.2653061224489796,Churned
9,30.0,3,29.55263157894737,0.23684210526315788,Churned
10,23.0,5,34.76223776223776,0.34265734265734266,At Risk
11,30.0,7,13.808510638297872,0.35106382978723405,Churned
12,30.0,5,17.91891891891892,0.17567567567567569,Churned
13,6.0,12,7.296296296296297,0.6419753086419753,Very Active
14,7.0,13,21.16190476190476,0.3238095238095238,Very Active
15,14.0,22,3.75,0.8194444444444444,Active
16,26.0,6,11.942857142857143,0.34285714285714286,At Risk
17,27.0,40,8.523809523809524,0.717687074829932,At Risk
18,4.0,6,8.435897435897436,0.2564102564102564,Very Active
19,8.0,9,28.431372549019606,0.3480392156862745,Very Active
20,7.0,4,5.909090909090909,0.6818181818181818,Very Active
21,30.0,33,7.985365853658537,0.5024390243902439,Churned
22,30.0,15,6.826086956521739,0.5072463768115942,Churned
23,30.0,4,10.15,0.1,Churned
24,14.0,18,2.5789473684210527,0.5263157894736842,Active
25,30.0,3,8.238095238095237,0.09523809523809523,Churned
26,7.0,12,7.821428571428571,0.39285714285714285,Very Active
27,6.0,81,14.2734375,0.7135416666666666,Very Active
28,13.0,24,10.278688524590164,0.4207650273224044,Active
29,14.0,18,13.817777777777778,0.7022222222222222,Active
30,30.0,8,1.7272727272727273,0.45454545454545453,Churned
31,0.0,20,23.762541806020067,0.36454849498327757,Very Active
32,30.0,5,25.263157894736842,0.2982456140350877,Churned
33,30.0,3,18.62264150943396,0.3584905660377358,Churned
34,21.0,5,9.4375,0.1875,At Risk
35,28.0,9,24.380434782608695,0.5108695652173914,At Risk
36,7.0,37,5.509803921568627,0.6405228758169934,Very Active
37,6.0,23,9.882978723404255,0.44680851063829785,Very Active
38,30.0,12,17.871794871794872,0.5487179487179488,Churned
39,30.0,7,21.425531914893618,0.5177304964539007,Churned
40,14.0,9,11.788461538461538,0.6538461538461539,Active
41,27.0,5,14.015384615384615,0.27692307692307694,At Risk
42,14.0,16,12.24812030075188,0.5488721804511278,Active
43,9.0,11,14.755102040816327,0.4013605442176871,Very Active
44,30.0,3,12.837837837837839,0.1891891891891892,Churned
45,30.0,4,6.555555555555555,0.05555555555555555,Churned
46,21.0,19,9.789808917197453,0.6050955414012739,At Risk
47,14.0,5,6.538461538461538,0.19230769230769232,Active
48,14.0,10,12.5929203539823,0.48672566371681414,Active
49,28.0,8,6.872340425531915,0.0425531914893617,At Risk
50,6.0,67,8.037527593818984,0.8035320088300221,Very Active
51,17.0,3,10.862068965517242,0.1724137931034483,Active
52,10.0,27,7.153846153846154,0.6982248520710059,Very Active
53,16.0,3,12.257142857142858,0.02857142857142857,Active
54,1.0,77,11.4297253634895,0.5961227786752827,Very Active
55,13.0,7,14.563218390804598,0.5057471264367817,Active
56,8.0,12,13.49655172413793,0.6413793103448275,Very Active
57,10.0,14,5.972222222222222,0.5694444444444444,Very Active
58,6.0,15,7.804123711340206,0.32989690721649484,Very Active
59,11.0,10,12.869565217391305,0.34782608695652173,Active
60,30.0,8,10.64179104477612,0.3283582089552239,Churned
61,30.0,4,23.64367816091954,0.09195402298850575,Churned
62,4.0,10,9.55,0.3375,Very Active
63,13.0,39,15.428571428571429,0.6091269841269841,Active
64,9.0,10,15.592592592592593,0.5777777777777777,Very Active
65,30.0,14,11.090909090909092,0.3939393939393939,Churned
66,30.0,6,4.913043478260869,0.21739130434782608,Churned
67,1.0,24,3.9382716049382718,0.7160493827160493,Very Active
68,30.0,6,14.885714285714286,0.2714285714285714,Churned
69,13.0,5,11.12,0.4,Active
70,30.0,13,11.51923076923077,0.3173076923076923,Churned
71,18.0,23,21.94736842105263,0.7574370709382151,Active
72,30.0,12,4.74468085106383,0.6808510638297872,Churned
73,22.0,7,3.9166666666666665,0.3333333333333333,At Risk
74,30.0,5,12.208333333333334,0.125,Churned
75,9.0,23,14.536977491961414,0.6816720257234726,Very Active
76,30.0,9,5.4375,0.21875,Churned
77,6.0,12,18.408866995073893,0.3694581280788177,Very Active
78,30.0,6,12.268292682926829,0.07317073170731707,Churned
79,30.0,7,15.924731182795698,0.4731182795698925,Churned
80,6.0,12,12.359375,0.59375,Very Active
81,30.0,7,4.62962962962963,0.25925925925925924,Churned
82,8.0,19,8.083969465648854,0.7938931297709924,Very Active
83,20.0,6,9.666666666666666,0.3333333333333333,Active
84,30.0,8,9.875,0.3125,Churned
85,10.0,7,7.466666666666667,0.4666666666666667,Very Active
86,19.0,17,16.737827715355806,0.5131086142322098,Active
87,7.0,27,9.534090909090908,0.6534090909090909,Very Active
88,23.0,7,2.8181818181818183,0.5454545454545454,At Risk
89,7.0,20,13.719665271966527,0.6694560669456067,Very Active
90,1.0,71,11.513432835820895,0.8850746268656716,Very Active
91,5.0,15,16.658767772511847,0.5971563981042654,Very Active
92,21.0,5,5.9,0.3,At Risk
93,30.0,14,3.4516129032258065,0.16129032258064516,Churned
94,15.0,9,8.321428571428571,0.19642857142857142,Active
95,11.0,8,18.541666666666668,0.3194444444444444,Active
96,9.0,16,10.552447552447552,0.6083916083916084,Very Active
97,14.0,5,17.40740740740741,0.09259259259259259,Active
98,8.0,14,6.4,0.46,Very Active
99,8.0,18,15.739336492890995,0.4028436018957346,Very Active
100,26.0,5,6.407407407407407,0.25925925925925924,At Risk
101,4.0,20,10.694117647058823,0.49411764705882355,Very Active
102,30.0,6,10.322033898305085,0.423728813559322,Churned
103,13.0,17,7.961038961038961,0.4675324675324675,Active
104,4.0,5,6.222222222222222,0.2777777777777778,Very Active
105,30.0,7,2.7142857142857144,0.2857142857142857,Churned
106,12.0,3,15.146341463414634,0.12195121951219512,Active
107,9.0,15,9.661538461538461,0.4461538461538462,Very Active
108,30.0,7,10.594202898550725,0.43478260869565216,Churned
109,15.0,6,16.333333333333332,0.2753623188405797,Active
110,4.0,20,18.469740634005763,0.5561959654178674,Very Active
111,3.0,7,12.107142857142858,0.10714285714285714,Very Active
112,5.0,26,8.215189873417721,0.5822784810126582,Very Active
113,22.0,5,1.0,0.8,At Risk
114,12.0,4,17.0,0.4090909090909091,Active
115,9.0,12,9.708860759493671,0.189873417721519,Very Active
116,10.0,6,4.84,0.16,Very Active
117,20.0,11,14.583333333333334,0.43333333333333335,Active
118,19.0,27,6.781818181818182,0.703030303030303,Active
119,17.0,3,7.545454545454546,0.2727272727272727,Active
120,19.0,3,2.7142857142857144,0.42857142857142855,Active
121,17.0,10,6.381818181818182,0.5454545454545454,Active
122,22.0,29,4.8,0.6,At Risk
